folioviv,foliohog,numren,id_trabajo,tipoact,numprod,codigo,cosecha,destino,cantidad,valestim
1605583610,1,01,1,4,02,088,1,6,30,300
1605583610,1,01,1,4,03,194,1,2,1000,2000
1605583610,1,01,1,5,08,279,0,1,34,884
1605583610,1,01,1,4,01,140,1,1,1000,5000
1605583610,1,01,1,5,08,279,0,6,1,26
1605583618,1,01,1,4,01,140,1,6,400,1400
1605583618,1,01,1,4,02,088,1,1,100,250
1605583618,1,01,1,4,01,140,1,2,100,350
1605583618,1,01,1,4,01,140,1,1,1000,3500
1605583622,1,01,1,4,01,140,1,2,100,100
1605583622,1,01,1,4,02,088,1,1,100,250
1605583622,1,01,1,4,01,140,1,1,250,2500
1605583811,1,01,1,5,05,284,0,1,244,2440
1605583811,1,01,1,5,05,284,0,6,10,100
1605583819,1,01,1,4,02,140,1,1,90,720
1605583819,1,01,1,4,03,088,1,1,8,60
1605583819,1,01,1,4,02,140,1,2,10,80
1605583819,1,01,1,4,01,003,1,6,10,300
1605583819,1,01,1,4,01,003,1,1,10,300
1605629019,1,01,1,4,03,194,1,2,500,1000
1605629019,1,01,1,4,02,088,1,1,60,150
1605629019,1,01,1,4,01,141,1,2,5000,17500
1605629019,1,01,1,5,05,284,0,1,730,4745
1605629208,1,01,2,4,01,140,1,1,600,3600
1605629208,1,01,2,5,02,279,0,1,10,500
1605629208,1,01,2,4,03,088,1,1,600,5000
1605629208,1,01,2,4,02,194,1,6,500,500
1605629208,1,01,2,4,01,140,1,2,300,900
1605629905,1,01,1,5,04,284,0,2,3600,21600
1605629905,1,01,1,5,04,284,0,1,1185,7110
1605629905,1,01,1,4,02,088,1,6,300,600
1605629905,1,01,1,5,04,284,0,6,3650,21900
1605629905,1,01,1,4,02,088,1,1,200,400
1605629905,1,01,1,4,01,141,1,6,4000,11200
1605629905,1,01,1,4,01,141,1,2,36000,100800
1605707007,1,01,1,4,02,194,1,2,10000,20000
1605707023,1,01,1,4,04,088,1,1,8,32
1605707023,1,01,1,4,03,194,1,6,10,20
1605707023,1,01,1,4,01,140,1,1,15,75
1605707023,1,01,1,4,02,098,1,1,5,75
1605707901,1,01,1,5,02,284,0,6,100,800
1605707901,1,01,1,5,02,284,0,1,160,1280
1605707901,1,01,1,4,01,141,1,2,10000,35000
1605707901,1,01,1,4,03,194,1,2,3000,3000
1605708522,1,01,1,4,02,194,1,6,4000,8000
1605708603,1,01,1,4,01,141,1,2,2000,12000
1605708603,1,01,1,4,02,194,1,2,2000,6000
1605708603,1,01,1,5,04,284,0,1,420,2310
1605708603,1,01,1,5,04,284,0,6,312,1716
1605708607,1,05,1,5,02,279,0,1,104,2080
1605708607,1,05,1,5,02,279,0,6,78,1560
1605708611,1,01,2,4,02,010,1,2,6700,25175
1605708611,1,01,2,5,02,246,0,6,2,3000
1605708611,1,01,2,4,02,010,1,6,300,1125
1605708705,1,01,1,5,04,284,0,1,365,2555
1605708705,1,01,1,4,05,194,1,2,39000,39000
1605708705,1,01,1,4,04,200,1,2,28000,64000
1605708705,1,01,1,4,03,140,1,2,10000,40000
1605708705,1,01,1,4,01,010,1,2,21000,51000
1605708705,1,01,1,5,04,284,0,2,3312,9936
1605708713,1,01,1,4,02,098,1,2,40,1400
1605708713,1,01,1,4,01,140,1,2,12000,48000
1605708713,1,01,1,4,02,098,1,1,400,15200
1605708713,1,01,1,4,03,010,1,2,8750,26250
1605708713,1,01,1,4,04,026,1,2,2000,2000
1605708713,1,01,1,4,05,194,1,2,9000,9000
1605708713,1,01,1,5,01,240,0,1,1,14000
1605708812,1,01,1,5,02,250,0,7,2,400
1605708812,1,01,1,4,01,140,1,2,150,600
1605708812,1,01,1,5,04,279,0,1,11,525
1605708812,1,01,1,4,04,098,1,1,36,900
1605708812,1,01,1,4,03,194,1,2,3000,3000
1605708812,1,01,1,5,04,279,0,7,41,1958
1605708812,1,01,1,5,03,251,0,1,3,450
1605708816,1,01,1,4,01,140,1,2,1000,3000
1605708816,1,01,1,4,03,010,1,2,54000,67500
1605708816,1,01,1,4,04,194,1,2,2000,4000
1605708816,1,01,1,5,02,284,0,1,1040,7280
1605708824,1,01,1,4,03,010,1,2,40000,30000
1605708824,1,01,1,4,02,088,1,1,5,24
1605708824,1,01,1,4,01,140,1,2,9600,40000
1605708824,1,01,1,5,06,279,0,6,46,1656
1605708824,1,01,1,4,04,194,1,2,4800,5000
1605708824,1,01,1,5,06,279,0,1,91,3276
1605708824,1,01,1,5,04,284,0,1,730,3650
1606000502,1,01,2,4,02,088,1,6,60,120
1606000502,1,01,2,4,02,088,1,1,50,100
1606000615,1,02,1,4,01,010,1,2,7600,11400
1606000709,1,01,1,4,02,088,1,1,20,100
1606000713,1,01,1,5,02,279,0,1,20,760
1606000713,1,01,1,4,03,194,1,2,4000,7000
1606000713,1,01,1,4,02,088,1,1,12,60
1606193603,1,01,1,4,01,088,1,1,30,200
1606193603,1,01,1,4,01,088,1,6,20,150
1606193705,1,02,1,5,02,279,0,1,4,360
1606193705,1,02,1,5,02,279,0,6,2,180
1606193705,1,02,1,5,04,260,0,1,1,80
1606193705,1,02,1,5,05,280,0,1,2,256
1606193705,1,02,1,5,05,280,0,6,1,144
1606193705,1,02,1,5,01,250,0,1,6,480
1660098209,1,01,1,4,01,133,1,1,500,6000
1660098209,1,01,1,4,01,133,1,3,20,800
1660098209,1,01,1,4,01,133,1,4,50,200
1660098209,1,01,1,4,01,133,1,6,100,1200
1660098209,1,01,1,4,02,040,1,1,150,375
1660098209,1,01,1,4,05,199,1,2,1,20
1660098209,1,01,1,4,03,079,1,1,10,400
1660098209,1,01,1,4,03,079,1,6,1,40
1660098209,1,01,1,4,04,039,1,1,200,600
1660098209,1,01,1,4,04,039,1,6,150,450
1660098209,1,01,1,4,02,040,1,6,50,125
1660200203,1,01,2,5,04,279,0,6,6,144
1660200203,1,01,2,5,04,279,0,1,20,480
1660200203,1,01,2,5,03,250,0,1,3,150
1660200203,1,01,2,5,01,244,0,1,1,1500
1660200206,1,02,1,4,01,133,1,1,120,1200
1660200206,1,02,1,4,01,133,1,6,180,1800
1660200514,1,02,2,4,01,133,1,1,78,842
1660200514,1,02,2,4,01,133,1,6,260,2808
1660200515,1,01,2,5,01,250,0,1,2,100
1660200619,1,01,1,4,01,133,1,6,15,255
1660200619,1,01,1,5,01,250,0,1,10,500
1660200619,1,01,1,4,01,133,1,1,5,85
1660200619,1,01,1,5,02,279,0,1,21,672
1660200619,1,01,1,5,02,279,0,6,10,320
1660200709,1,01,1,4,01,133,1,1,20,160
1660200709,1,01,1,4,03,194,1,2,8000,36000
1660200709,1,01,1,4,02,088,1,1,80,960
1660200709,1,01,1,4,01,133,1,6,20,160
1660233409,1,01,2,4,01,229,1,1,5,140
1660233409,1,01,2,4,01,229,1,6,7,210
1660242521,1,03,2,5,04,279,0,1,12,600
1660242522,1,01,1,4,02,088,1,1,12,60
1660242522,1,01,1,4,03,194,1,2,2000,2000
1660242522,1,01,1,4,04,212,1,1,5,250
1660242522,1,01,1,4,05,112,1,1,90,1800
1660242522,1,01,1,4,01,140,1,2,4500,18000
1660242522,1,01,1,4,05,112,1,6,200,4000
1660242522,1,01,1,4,01,140,1,1,1500,6000
1660242716,1,01,1,4,01,098,1,2,1,30
1660242716,1,01,1,4,01,098,1,1,24,840
1660242716,1,01,1,4,03,194,1,2,10,5
1660401415,1,01,1,4,04,194,1,2,600,600
1660401415,1,01,1,4,02,140,1,1,500,2000
1660401416,1,01,1,4,03,140,1,1,350,1400
1660401601,1,01,1,4,02,088,1,1,35,280
1660401601,1,01,1,5,04,279,0,1,19,570
1660401601,1,01,1,4,04,098,1,2,110,2530
1660401601,1,01,1,4,04,098,1,1,110,2622
1660401601,1,01,1,4,03,194,1,6,3500,7000
1660401601,1,01,1,4,01,140,1,6,50,200
1660401601,1,01,1,4,01,140,1,5,250,1000
1660401601,1,01,1,4,01,140,1,1,2200,8800
1660401602,1,01,1,4,06,088,1,1,18,60
1660401602,1,01,1,4,01,140,1,1,700,13000
1660401602,1,01,1,4,02,194,1,2,5000,12500
1660401602,1,01,1,5,03,284,0,1,290,2320
1660401809,1,01,2,4,01,140,1,1,450,3150
1660401809,1,01,2,4,02,088,1,1,24,240
1660401809,1,01,2,4,03,194,1,2,100,400
1660401809,1,01,2,4,02,088,1,6,16,160
1660401809,1,01,2,4,01,140,1,2,10,150
1660401920,1,01,1,4,01,140,1,1,500,1750
1660401921,1,01,2,4,01,140,1,1,1000,4000
1660401921,1,01,2,4,01,140,1,6,1000,4000
1660401921,1,01,2,4,02,194,1,2,3000,10500
1660646211,1,01,1,5,04,279,0,1,20,800
1660646211,1,01,1,5,01,250,0,1,2,100
1660646212,1,01,2,4,01,140,1,1,725,2719
1660646212,1,01,2,4,04,194,1,2,2000,3000
1660646212,1,01,2,4,03,039,1,1,3,51
1660646212,1,01,2,4,02,088,1,1,30,200
1660646212,1,01,2,4,01,140,1,2,75,281
1660646215,1,02,1,4,01,140,1,1,930,2604
1660646215,1,02,1,4,01,140,1,2,70,196
1660646215,1,02,1,4,03,131,1,6,10,90
1660646215,1,02,1,4,04,086,1,2,300,2100
1660646215,1,02,1,4,05,194,1,2,4000,10000
1660646215,1,02,1,4,06,098,1,1,26,780
1660646215,1,02,1,4,02,088,1,1,8,72
1660646215,1,02,1,4,03,131,1,1,10,90
1660646215,1,02,1,4,03,131,1,2,70,630
1660646215,1,02,1,5,09,279,0,6,12,360
1660646215,1,02,1,5,09,279,0,1,27,810
1660646215,1,02,1,5,06,250,0,1,4,400
1660646215,1,02,1,4,06,098,1,2,6,180
1660646507,1,01,1,5,04,284,0,1,320,2880
1660646508,1,01,1,4,02,194,1,2,40000,80000
1660646508,1,01,1,4,01,140,1,2,24500,73500
1660646508,1,01,1,4,01,140,1,1,500,1500
1660646619,1,03,1,5,03,269,0,1,1,8000
1660646701,1,01,1,5,06,263,0,1,1,100
1660646701,1,01,1,5,04,250,0,1,2,120
1660646701,1,01,1,5,03,284,0,6,90,900
1660646701,1,01,1,5,03,284,0,1,165,1980
1660646701,1,01,1,4,05,229,1,1,2,100
1660646701,1,01,1,4,04,039,1,1,3,54
1660646701,1,01,1,4,03,088,1,6,30,120
1660646701,1,01,1,4,03,088,1,1,90,360
1660646701,1,01,1,4,02,131,1,6,5,60
1660646701,1,01,1,4,02,131,1,2,70,840
1660646701,1,01,1,4,02,131,1,1,5,60
1660646701,1,01,1,5,07,279,0,1,25,700
1660646701,1,01,1,5,07,279,0,6,3,84
1660646702,1,01,1,4,04,042,1,2,450,1000
1660646702,1,01,1,4,03,039,1,6,32,480
1660646702,1,01,1,4,03,039,1,1,8,120
1660646702,1,01,1,4,02,088,1,6,840,1680
1660646702,1,01,1,4,02,088,1,1,60,120
1660646702,1,01,1,5,03,263,0,1,2,200
1660646702,1,01,1,4,01,140,1,2,3000,9000
1660646702,1,01,1,5,05,279,0,6,7,210
1660646702,1,01,1,5,05,279,0,1,3,90
1660646702,1,01,1,5,03,263,0,6,1,100
1660646702,1,01,1,4,01,140,1,5,2000,8000
1660753312,1,01,1,5,02,279,0,1,70,2380
1660753316,1,01,1,9,01,509,0,6,12,120
1660753316,1,01,1,9,01,509,0,1,24,240
1660753418,1,01,1,4,01,140,1,1,980,4018
1660753418,1,01,1,4,01,140,1,2,20,82
1660753418,1,01,1,4,02,088,1,1,18,175
1660753418,1,01,1,4,03,194,1,2,1500,1200
1660753418,1,01,2,9,01,509,0,1,20,200
1660753422,1,01,1,5,06,284,0,1,546,5460
1660753422,1,02,1,5,03,263,0,1,9,900
1660753422,1,01,1,4,01,140,1,1,1000,3000
1660753422,1,01,1,4,01,140,1,2,2000,6000
1660753422,1,01,1,4,02,088,1,1,90,270
1660753422,1,01,1,4,03,194,1,2,1000,8000
1660753422,1,02,1,5,05,279,0,1,37,1184
1660753422,1,01,1,5,06,284,0,2,1274,12740
1660753422,1,02,1,5,01,254,0,1,1,300
1660753422,1,02,1,5,01,254,0,6,2,600
1660753422,1,02,1,5,01,254,0,7,3,600
1660753422,1,02,1,5,02,250,0,1,5,750
1660753813,1,01,1,9,01,509,0,6,30,1062
1660753813,1,01,1,9,01,509,0,1,39,1380
1660753903,1,01,1,4,01,140,1,1,1000,3500
1660753903,1,01,1,4,02,088,1,1,15,175
1660753907,1,01,1,4,03,088,1,1,35,350
1660753907,1,01,1,5,01,241,0,1,5,6750
1660753907,1,01,1,4,04,194,1,2,2000,1600
1660753907,1,01,1,4,02,140,1,1,500,1500
1660753907,1,01,1,4,01,098,1,1,60,1500
1660753915,1,01,1,4,01,140,1,1,4000,4000
1660753915,1,01,2,9,01,509,0,6,50,500
1660753915,1,01,2,9,01,509,0,1,120,1200
1660753915,1,01,1,4,03,194,1,2,9000,9000
1660753915,1,01,1,4,02,088,1,6,15,150
1660753915,1,01,1,4,01,140,1,2,6000,24000
1660753915,1,01,1,4,02,088,1,1,15,150
1660753919,1,02,1,4,01,140,1,1,1000,5000
1660753919,1,02,1,4,01,140,1,7,4000,20000
1660753923,1,01,1,4,02,088,1,1,12,140
1660753923,1,01,1,4,03,194,1,2,6000,2700
1660753923,1,01,1,4,01,140,1,2,1000,3700
1660753923,1,01,1,4,01,140,1,1,4000,14800
1660780414,1,02,1,4,01,146,1,6,50,150
1660780414,1,02,1,4,01,146,1,1,50,150
1660780417,1,02,1,4,01,146,1,1,100,285
1660780417,1,02,1,4,01,146,1,6,560,1596
1660894206,1,01,2,5,04,279,0,1,11,315
1660894206,1,01,2,5,02,250,0,1,1,100
1660894206,1,01,2,5,01,254,0,6,1,300
1660894206,1,01,2,5,01,254,0,1,1,300
1660894208,1,02,2,5,02,263,0,6,4,2000
1660894208,1,02,2,5,02,263,0,1,2,600
1660894208,1,02,2,5,05,279,0,1,97,3136
1660894516,1,01,1,5,06,279,0,1,48,1440
1660894517,1,01,1,4,02,088,1,1,6,100
1660894517,1,01,1,4,01,140,1,1,120,800
1660894517,1,01,1,4,03,194,1,6,200,600
1660894518,1,01,1,5,07,279,0,2,2,52
1660894518,1,01,1,5,07,279,0,1,48,1248
1660894518,1,01,1,5,01,250,0,1,1,150
1660894519,1,01,1,5,02,250,0,1,3,240
1660894519,1,01,1,5,04,279,0,1,24,960
1660894519,1,01,1,4,02,039,1,1,5,75
1660894519,1,01,1,4,03,088,1,1,18,180
1660894521,1,01,1,4,01,140,1,2,75,450
1660894521,1,01,1,5,07,279,0,1,104,3120
1660894521,1,01,1,4,02,088,1,1,15,105
1660894521,1,01,1,4,01,140,1,1,150,900
1660894521,1,01,1,5,02,251,0,1,1,200
1660894521,1,01,1,5,01,254,0,1,11,4500
1660904922,1,01,2,5,02,279,0,1,48,1200
1660904922,1,01,2,5,01,250,0,1,6,300
1660960414,1,01,1,4,01,140,1,6,80,500
1660960414,1,01,1,4,02,098,1,1,240,6000
1660960414,1,01,1,4,02,098,1,6,160,4000
1660960414,1,01,1,4,03,088,1,1,600,3000
1660960414,1,01,1,4,03,088,1,6,120,600
1660960414,1,01,1,4,04,039,1,1,150,1000
1660960414,1,01,1,4,05,194,1,2,3000,3000
1660960414,1,01,1,5,06,284,0,1,420,4620
1660960414,1,01,1,5,06,284,0,2,170,1700
1660960414,1,01,1,5,06,284,0,3,200,2400
1660960414,1,01,1,5,06,284,0,6,50,550
1660960414,1,01,1,5,07,250,0,1,8,800
1660960414,1,01,1,5,07,250,0,6,2,200
1660960414,1,01,1,5,09,263,0,1,7,560
1660960414,1,01,1,5,10,262,0,6,3,45
1660960414,1,01,1,5,11,241,0,1,1,2000
1660960414,1,01,1,5,12,254,0,1,2,800
1660960414,1,01,1,4,01,140,1,1,4000,25000
1660960414,1,01,1,4,01,140,1,2,3920,24500
1660960415,1,01,1,4,01,140,1,2,2550,15300
1660960415,1,01,1,4,04,229,1,1,6,350
1660960415,1,01,1,4,02,098,1,1,160,4000
1660960415,1,01,1,4,03,039,1,1,150,900
1660960415,1,01,1,4,01,140,1,1,1500,9000
1660960415,1,01,1,5,08,279,0,1,84,2520
1660960415,1,01,1,5,07,284,0,6,70,770
1660960415,1,01,1,5,07,284,0,2,80,800
1660960415,1,01,1,5,07,284,0,1,300,3300
1660960415,1,01,1,5,06,262,0,6,5,50
1660960415,1,01,1,5,05,263,0,6,2,120
1660960415,1,01,1,5,05,263,0,1,4,240
1660960415,1,01,1,5,03,250,0,1,10,700
1660960415,1,01,1,5,02,240,0,1,1,10000
1660960415,1,01,1,4,06,194,1,2,3000,9000
1660960415,1,01,1,4,05,088,1,1,240,1500
1660960415,1,01,1,4,01,140,1,4,825,4950
1660960416,1,01,1,4,01,140,1,4,140,900
1660960416,1,01,1,4,01,140,1,3,350,2250
1660960416,1,01,1,5,08,279,0,1,12,420
1660960416,1,01,1,4,01,140,1,1,2800,18000
1660960416,1,01,1,4,01,140,1,2,70,450
1660960416,1,01,1,5,07,295,0,1,5,150
1660960416,1,01,1,5,05,263,0,1,1,80
1660960416,1,01,1,5,04,250,0,6,1,60
1660960416,1,01,1,5,04,250,0,3,1,60
1660960416,1,01,1,5,04,250,0,1,3,150
1660960416,1,01,1,5,01,246,0,1,1,2500
1660960416,1,01,1,4,04,194,1,2,1000,3000
1660960416,1,01,1,4,03,229,1,1,6,150
1660960416,1,01,1,4,02,039,1,1,10,100
1660960416,1,01,1,4,01,140,1,6,140,900
1660960601,1,01,1,4,01,140,1,1,675,3780
1660960601,1,01,1,4,01,140,1,2,1125,6300
1660960601,1,01,1,5,05,246,0,1,1,1500
1660960601,1,01,1,5,04,263,0,1,2,250
1660960601,1,01,1,5,02,250,0,1,3,210
1660960601,1,01,1,5,06,279,0,1,9,360
1660960601,1,01,1,4,02,088,1,1,150,795
1660960601,1,01,1,4,04,098,1,1,20,600
1660960604,1,01,1,4,01,140,1,2,1050,8400
1660960604,1,01,1,4,02,088,1,1,225,1199
1660960604,1,01,1,5,02,250,0,1,4,480
1660960604,1,01,1,5,05,279,0,1,15,600
1660960604,1,01,1,5,05,279,0,2,5,200
1660960604,1,01,1,4,01,140,1,1,825,6600
1660960605,1,01,1,5,08,279,0,2,9,300
1660960605,1,01,1,5,06,284,0,1,480,4800
1660960605,1,01,1,4,01,140,1,1,3750,25000
1660960605,1,01,1,4,01,140,1,2,1500,10000
1660960605,1,01,1,5,08,279,0,1,18,720
1660960605,1,01,1,4,04,098,1,1,40,1400
1660960605,1,01,1,5,02,246,0,1,1,800
1660960605,1,01,1,5,03,250,0,1,5,600
1660960605,1,01,1,4,02,088,1,1,225,1800
1660960807,1,01,1,4,02,098,1,1,50,1750
1660960807,1,01,1,4,06,194,1,2,1000,5000
1660960807,1,01,1,5,03,284,0,1,10,100
1660960807,1,01,1,4,01,140,1,1,2000,10000
1660960808,1,01,2,4,01,140,1,1,4000,12000
1660960809,1,01,1,4,01,140,1,1,7000,24500
1660960809,1,01,1,4,02,194,1,6,5000,12500
1660960811,1,01,1,4,03,098,1,1,300,1500
1660960811,1,01,1,4,02,194,1,6,3000,6000
1660960811,1,01,1,4,01,140,1,1,6000,30000
1660960919,1,01,1,4,03,040,1,1,10,120
1660960919,1,01,1,5,01,250,0,1,2,200
1660960919,1,01,1,5,05,279,0,1,25,750
1660960919,1,01,1,5,03,263,0,1,10,1200
1660960919,1,01,1,4,01,140,1,1,2280,13680
1660960919,1,01,1,4,02,088,1,1,15,75
1660960919,1,01,1,4,02,088,1,6,15,75
1660960919,1,01,1,4,01,140,1,2,684,1368
1660960919,1,01,1,4,03,040,1,6,3,36
1660960919,1,01,1,4,04,194,1,6,40,80
1660960920,1,01,1,5,01,268,0,1,1,6000
1660960920,1,01,1,4,01,140,1,1,2250,13500
1660960920,1,01,1,5,05,250,0,6,2,160
1660960920,1,01,1,4,01,140,1,2,1275,3825
1660960920,1,01,1,5,06,263,0,1,15,4200
1660960920,1,01,1,5,05,250,0,1,6,480
1660960920,1,01,1,5,07,279,0,1,35,1050
1660960920,1,01,1,5,06,263,0,6,8,960
1660960920,1,01,1,4,02,088,1,1,25,125
1660960921,1,01,1,5,06,279,0,1,5,150
1660960921,1,01,1,5,05,263,0,1,10,1200
1660960921,1,01,1,4,03,088,1,1,80,400
1660960921,1,01,1,4,01,140,1,2,1440,4320
1660960921,1,01,1,4,01,140,1,1,1440,8640
1660960921,1,01,1,5,05,263,0,3,4,500
1660960922,1,02,1,5,07,284,0,1,120,1200
1660960922,1,02,1,5,05,263,0,1,12,1440
1660960922,1,02,1,5,04,250,0,1,2,140
1660960922,1,02,1,5,10,246,0,6,2,500
1660960922,1,02,1,5,10,246,0,1,1,1300
1660960922,1,02,1,5,09,266,0,6,1,8000
1660960922,1,02,1,5,08,279,0,1,6,180
1660960922,1,02,1,5,07,284,0,6,180,1800
1660960922,1,02,1,5,05,263,0,6,9,1080
1660960923,1,02,1,5,06,279,0,1,36,1080
1660960923,1,01,1,4,01,140,1,1,1500,9000
1660960923,1,01,1,4,01,140,1,2,1000,2000
1660960923,1,01,1,4,02,088,1,1,160,800
1660960923,1,02,1,5,05,246,0,3,1,350
1660960923,1,01,1,5,02,244,0,6,1,700
1660960923,1,02,1,5,03,263,0,1,10,1200
1660960923,1,02,1,5,05,246,0,1,1,450
1660960923,1,01,1,5,02,244,0,3,1,850
1660991009,1,02,2,5,01,250,0,1,4,400
1660991009,1,01,2,4,02,088,1,6,3,36
1660991009,1,01,2,4,02,088,1,1,9,108
1660991009,1,02,2,5,03,263,0,1,4,400
1660991009,1,02,2,5,04,279,0,1,29,928
1660991010,1,01,1,5,03,279,0,1,19,604
1660991212,1,02,1,5,08,279,0,1,700,14000
1660991212,1,02,1,5,01,250,0,1,15,1950
1660991212,1,02,1,4,05,194,1,2,1000,2000
1660991212,1,02,1,4,04,087,1,1,4,16
1660991212,1,02,1,4,02,088,1,6,30,60
1660991212,1,02,1,4,03,098,1,1,150,3000
1660991212,1,02,1,4,02,088,1,1,50,100
1660991212,1,02,1,4,01,140,1,2,200,1200
1660991212,1,02,1,4,01,140,1,1,500,3000
1660991213,1,01,1,5,03,254,0,1,1,500
1660991213,1,01,1,4,01,140,1,1,80,480
1660991213,1,01,1,6,01,424,0,1,10,100
1660991213,1,01,1,6,02,473,0,1,30,300
1660991213,1,01,1,5,04,279,0,1,250,5000
1660991213,1,01,1,4,02,088,1,1,10,20
1660991213,1,01,1,4,03,098,1,1,10,200
1660991213,1,01,1,4,04,087,1,1,2,8
1660991213,1,01,1,5,01,250,0,1,3,390
1660991214,1,01,2,4,05,194,1,2,1000,1000
1660991214,1,01,2,4,04,087,1,1,3,12
1660991214,1,01,2,4,03,098,1,1,20,400
1660991214,1,01,2,4,02,088,1,1,50,100
1660991214,1,01,2,4,01,140,1,1,800,4800
1660991214,1,01,2,5,07,273,0,1,550,11000
1660991214,1,01,2,5,01,250,0,1,20,2600
1660991214,1,01,2,5,04,248,0,1,2,170
1660991215,1,02,1,4,01,140,1,2,50,175
1660991215,1,02,1,4,01,140,1,1,1550,9300
1660991215,1,02,1,4,02,088,1,1,20,40
1660991215,1,02,1,4,03,098,1,1,50,1000
1660991215,1,02,1,4,04,194,1,2,3000,3000
1660991301,1,01,1,4,01,140,1,1,240,960
1660991301,1,01,1,4,01,140,1,2,360,1440
1660991301,1,01,1,4,02,088,1,1,68,408
1660991301,1,01,1,4,04,161,1,1,30,900
1660991301,1,01,1,5,02,250,0,1,3,210
1660991301,1,01,1,5,03,279,0,1,2,70
1660991303,1,01,2,4,01,140,1,1,750,4500
1660991303,1,01,2,4,03,088,1,1,40,240
1660991718,1,01,1,4,01,140,1,1,1000,3200
1660991718,1,01,1,4,02,194,1,1,50,75
1660991718,1,01,1,4,04,071,1,1,24,480
1660991718,1,02,1,5,04,263,0,1,4,400
1660991718,1,01,1,4,05,161,1,6,6,60
1660991718,1,02,1,5,01,250,0,1,1,140
1660991718,1,02,1,5,02,279,0,1,24,840
1660991718,1,01,1,4,05,161,1,1,30,300
1661054004,1,01,1,4,03,026,1,2,2400,4000
1661054004,1,01,1,4,02,194,1,2,8000,36000
1661054004,1,01,1,4,01,140,1,6,150,1200
1661054004,1,01,1,4,01,140,1,2,75,600
1661054004,1,01,1,4,01,140,1,1,1125,9000
1661054004,1,01,1,5,03,284,0,1,750,7500
1661054520,1,01,1,4,05,088,1,1,300,810
1661054520,1,01,1,4,06,087,1,1,100,2500
1661054520,1,01,1,5,03,284,0,1,1826,14608
1661054520,1,01,1,5,03,284,0,2,84,672
1661054520,1,01,1,5,03,284,0,6,50,400
1661054520,1,01,1,4,04,194,1,2,4000,4000
1661054520,1,01,1,4,03,026,1,2,2000,4000
1661054520,1,01,1,4,02,098,1,6,15,375
1661054520,1,01,1,4,01,141,1,1,1000,3000
1661054520,1,01,1,4,01,141,1,6,300,900
1661054520,1,01,1,4,01,141,1,2,1700,3400
1661054520,1,01,1,4,02,098,1,1,65,1300
1661120420,1,01,2,4,01,140,1,1,630,4410
1661120420,1,01,2,4,01,140,1,2,70,490
1661120420,1,01,2,4,02,088,1,1,10,60
1661120420,1,01,2,4,03,194,1,2,1500,4500
1661120420,1,01,2,5,06,279,0,1,15,615
1661120420,1,01,2,5,04,254,0,1,1,450
1661120420,1,01,2,5,05,248,0,1,1,120
1661120420,1,01,2,5,05,248,0,6,2,240
1661120420,1,01,2,5,03,250,0,1,20,2400
1661120421,1,02,2,5,04,250,0,1,2,400
1661120421,1,02,2,5,05,279,0,1,25,1025
1661120421,1,01,2,4,01,140,1,1,675,4725
1661120421,1,01,2,4,01,140,1,2,180,1260
1661120421,1,01,2,4,02,026,1,2,75,750
1661120421,1,01,2,4,03,088,1,1,200,600
1661120421,1,01,2,4,04,194,1,2,50,150
1661120421,1,01,2,5,04,279,0,1,50,2050
1661120422,1,01,1,4,02,088,1,1,150,450
1661120422,1,01,1,4,03,194,1,2,100,300
1661120422,1,01,1,4,01,140,1,1,540,3600
1661120422,1,01,1,4,01,140,1,2,90,600
1661120424,1,01,1,4,03,194,1,2,100,300
1661120424,1,01,1,5,02,250,0,1,4,240
1661120502,1,01,1,5,04,279,0,1,192,4608
1661120502,1,01,1,5,01,251,0,1,5,500
1661120502,1,01,1,5,02,250,0,1,10,800
1661120505,1,01,1,5,03,254,0,1,10,2500
1661120505,1,01,1,4,01,141,1,1,787,5509
1661120505,1,01,1,4,02,088,1,1,8,24
1661120506,1,01,1,4,01,140,1,1,1050,7350
1661120506,1,01,1,4,01,140,1,2,525,3675
1661120506,1,01,1,5,01,241,0,1,1,1800
1661120506,1,01,1,4,02,088,1,1,8,72
1661120607,1,02,1,5,08,279,0,1,30,840
1661120607,1,02,1,5,06,250,0,1,10,2000
1661120607,1,02,1,5,05,251,0,1,3,1800
1661120607,1,01,1,4,04,098,1,1,30,900
1661120607,1,01,1,4,02,088,1,1,75,300
1661120607,1,01,1,4,01,140,1,2,300,1800
1661120607,1,01,1,4,01,140,1,1,700,4200
1661120607,1,01,1,4,03,194,1,2,1000,800
1661120609,1,02,1,5,10,284,0,1,64,768
1661120609,1,02,1,5,07,250,0,1,10,2000
1661120609,1,02,1,5,09,279,0,1,32,896
1661120609,1,02,1,5,10,284,0,6,80,960
1661120813,1,02,1,4,03,194,1,2,500,750
1661120813,1,02,1,4,02,088,1,1,15,30
1661120813,1,02,1,4,01,140,1,1,750,5250
1661120813,1,02,1,5,02,254,0,1,5,2500
1661120813,1,02,1,5,05,279,0,1,64,1792
1661120814,1,01,1,4,04,003,1,1,5,55
1661120814,1,01,1,5,01,254,0,1,1,500
1661120814,1,01,1,4,03,194,1,6,150,225
1661120814,1,01,1,4,02,088,1,1,10,20
1661120814,1,01,1,4,01,140,1,1,200,1400
1661120815,1,01,1,4,04,098,1,1,15,540
1661120815,1,01,1,4,03,087,1,1,12,60
1661120815,1,01,1,4,02,088,1,6,8,16
