folioviv,foliohog,numren,id_trabajo,tipoact,clave,gasto
1760014322,1,01,2,4,B09,300
1760014322,1,01,2,4,B07,2900
1760014322,1,01,2,4,B02,3150
1760014322,1,01,2,4,B15,4500
1760014322,1,01,2,4,B00,24050
1760014322,1,01,2,4,B01,7000
1760014322,1,01,2,4,B11,3000
1760014918,1,01,1,6,D19,500
1760014918,1,01,1,6,D00,500
1760041810,1,01,1,4,B18,240000
1760041810,1,01,1,4,B05,79800
1760041810,1,01,1,4,B07,67900
1760041810,1,01,1,4,B10,79680
1760041810,1,01,1,4,B11,19680
1760041810,1,01,1,4,B15,330000
1760041810,1,01,1,4,B17,2000
1760041810,1,01,1,4,B06,161880
1760041810,1,01,1,4,B21,800
1760041810,1,01,1,4,B00,1083240
1760041810,1,01,1,4,B01,37500
1760041810,1,01,1,4,B02,14000
1760041810,1,01,1,4,B04,50000
1760046303,1,01,2,4,B09,200
1760046303,1,01,2,4,B00,200
1760052422,1,03,1,4,B00,116000
1760052422,1,03,1,4,B05,6000
1760052422,1,03,1,4,B11,16000
1760052422,1,03,1,4,B10,60000
1760052422,1,03,1,4,B07,34000
1760052504,1,01,1,4,B00,22840
1760052504,1,01,1,4,B02,5000
1760052504,1,01,1,4,B07,1740
1760052504,1,01,1,4,B08,6000
1760052504,1,01,1,4,B09,300
1760052504,1,01,1,4,B10,2500
1760052504,1,01,1,4,B11,2500
1760052504,1,01,1,4,B15,4800
1760052504,1,01,1,5,C00,6800
1760052504,1,01,1,5,C08,6000
1760052504,1,01,1,5,C09,600
1760052504,1,01,1,5,C10,200
1760059014,1,01,1,4,B10,10000
1760059014,1,01,1,4,B07,12000
1760059014,1,01,1,4,B06,8000
1760059014,1,01,1,4,B02,5000
1760059014,1,01,1,4,B00,38000
1760059014,1,01,1,4,B15,3000
1760059018,1,01,1,4,B10,2500
1760059018,1,01,1,4,B07,7000
1760059018,1,01,1,4,B06,4000
1760059018,1,01,1,4,B02,2000
1760059018,1,01,1,4,B00,17300
1760059018,1,01,1,4,B15,1800
1760071019,1,01,1,4,B00,98110
1760071019,1,01,2,6,D13,38400
1760071019,1,01,1,4,B02,8750
1760071019,1,01,1,4,B04,2960
1760071019,1,01,1,4,B06,12600
1760071019,1,01,1,4,B07,12000
1760071019,1,01,1,4,B10,18000
1760071019,1,01,1,4,B11,12000
1760071019,1,01,1,4,B15,10800
1760071019,1,01,1,5,C00,13310
1760071019,1,01,1,5,C08,11700
1760071019,1,01,1,5,C09,150
1760071019,1,01,1,5,C10,1460
1760071019,1,01,2,6,D00,48000
1760071019,1,01,2,6,D05,9600
1760071019,1,01,1,4,B01,21000
1760071021,1,01,2,4,B10,10000
1760071021,1,01,2,4,B11,8000
1760071021,1,01,2,4,B15,15000
1760071021,1,01,2,4,B00,48300
1760071021,1,01,2,4,B01,6000
1760071021,1,01,2,4,B02,6000
1760071021,1,01,2,4,B03,300
1760071021,1,01,2,4,B07,3000
1760071022,1,01,1,5,C10,1800
1760071022,1,01,1,5,C11,180
1760071022,1,01,1,4,B00,126960
1760071022,1,01,1,5,C08,7760
1760071022,1,01,1,5,C07,85000
1760071022,1,01,1,5,C00,94740
1760071022,1,01,1,4,B01,24000
1760071022,1,01,1,4,B11,9360
1760071022,1,01,1,4,B10,20000
1760071022,1,01,1,4,B07,26800
1760071022,1,01,1,4,B06,15900
1760071022,1,01,1,4,B04,4500
1760071022,1,01,1,4,B02,7200
1760071022,1,01,1,4,B15,19200
1760071023,1,01,1,4,B06,400
1760071023,1,01,1,4,B02,1320
1760071023,1,01,1,4,B00,7225
1760071023,1,01,1,4,B01,1500
1760071023,1,01,1,4,B11,1500
1760071023,1,01,1,4,B10,2000
1760071023,1,01,1,4,B07,505
1760071402,1,01,1,4,B11,300
1760071402,1,01,1,4,B10,2100
1760071402,1,01,1,4,B00,5400
1760071402,1,01,1,4,B01,900
1760071402,1,01,1,4,B02,600
1760071402,1,01,1,4,B06,1500
1760071406,1,01,1,4,B11,2500
1760071406,1,01,1,4,B00,47700
1760071406,1,01,1,4,B01,10500
1760071406,1,01,1,4,B02,4000
1760071406,1,01,1,4,B03,1000
1760071406,1,01,1,4,B04,1500
1760071406,1,01,1,4,B06,4000
1760071406,1,01,1,4,B07,8000
1760071406,1,01,1,4,B10,9000
1760071406,1,01,1,4,B20,1200
1760071406,1,01,1,4,B15,6000
1760071909,1,01,1,4,B01,1000
1760071909,1,01,1,4,B00,6530
1760071909,1,01,1,4,B02,250
1760071909,1,04,1,4,B11,200
1760071909,1,04,1,4,B10,300
1760071909,1,04,1,4,B07,620
1760071909,1,01,1,4,B06,500
1760071909,1,01,1,4,B15,300
1760071909,1,01,1,4,B11,3000
1760071909,1,01,1,4,B10,1000
1760071909,1,01,1,4,B09,180
1760071909,1,01,1,4,B07,300
1760071909,1,04,1,4,B00,1120
1760081709,1,01,2,4,B00,32800
1760081709,1,01,2,4,B02,17000
1760081709,1,01,2,5,C10,1000
1760081709,1,01,2,5,C01,25000
1760081709,1,01,2,5,C00,26000
1760081709,1,01,2,4,B15,3000
1760081709,1,01,2,4,B11,4000
1760081709,1,01,2,4,B10,6000
1760081709,1,01,2,4,B07,2800
1760088324,1,01,1,4,B11,500
1760088324,1,01,1,4,B10,1920
1760088324,1,01,1,4,B07,960
1760088324,1,01,1,4,B03,200
1760088324,1,01,1,4,B02,1610
1760088324,1,01,1,4,B15,1000
1760088324,1,01,1,4,B00,6190
1760097004,1,02,1,4,B10,420
1760097004,1,02,1,4,B11,600
1760097004,1,02,1,4,B15,1200
1760097004,1,02,1,4,B00,3220
1760097004,1,02,1,4,B02,800
1760097004,1,02,1,4,B09,200
1760097209,1,02,1,4,B15,22400
1760097209,1,02,1,4,B11,15000
1760097209,1,02,1,4,B10,29000
1760097209,1,02,1,4,B16,1600
1760097209,1,02,1,4,B09,30
1760097209,1,02,1,4,B02,18000
1760097209,1,02,1,4,B06,6000
1760097209,1,02,1,4,B07,11400
1760097209,1,02,1,4,B00,103430
1760097210,1,01,1,4,B06,4000
1760097210,1,01,1,4,B04,60
1760097210,1,01,1,4,B00,32832
1760097210,1,01,1,4,B01,7500
1760097210,1,01,1,5,C10,5800
1760097210,1,01,1,5,C01,16500
1760097210,1,01,1,5,C00,22300
1760097210,1,01,1,4,B15,2800
1760097210,1,01,1,4,B11,2800
1760097210,1,01,1,4,B10,8300
1760097210,1,01,1,4,B09,1372
1760097210,1,01,1,4,B07,6000
1760097521,1,01,1,4,B00,2700
1760097521,1,01,1,4,B02,400
1760097521,1,01,1,5,C10,600
1760097521,1,01,1,5,C01,500
1760097521,1,01,1,5,C00,1100
1760097521,1,01,1,4,B11,800
1760097521,1,01,1,4,B10,1200
1760097521,1,01,1,4,B07,300
1760097713,1,01,1,4,B10,15000
1760097713,1,01,1,4,B11,10000
1760097713,1,01,1,4,B00,78600
1760097713,1,01,1,4,B01,20000
1760097713,1,01,1,4,B02,1000
1760097713,1,01,1,4,B07,2200
1760097713,1,01,1,4,B09,400
1760097713,1,01,1,4,B15,30000
1760099601,1,01,1,4,B07,3000
1760099601,1,01,1,4,B09,400
1760099601,1,01,1,4,B00,5200
1760099601,1,01,1,4,B11,800
1760099601,1,01,1,4,B10,1000
1760099602,1,01,1,4,B10,2600
1760099602,1,01,1,4,B11,1560
1760099602,1,01,1,4,B15,4800
1760099602,1,01,1,4,B09,120
1760099602,1,01,1,4,B03,1800
1760099602,1,01,1,4,B02,2800
1760099602,1,01,1,4,B00,13680
1760099810,1,02,1,4,B07,1500
1760099810,1,02,1,4,B06,2000
1760099810,1,02,1,4,B00,16350
1760099810,1,02,1,4,B02,10000
1760099810,1,02,1,4,B15,2000
1760099810,1,02,1,4,B11,400
1760099810,1,02,1,4,B10,450
1760099920,1,01,1,4,B11,1200
1760099920,1,01,1,4,B00,1800
1760099920,1,01,1,4,B10,600
1760099921,1,01,1,4,B00,10000
1760099921,1,01,1,4,B02,3000
1760099921,1,01,1,4,B10,1500
1760099921,1,01,1,4,B11,3500
1760099921,1,01,1,4,B03,2000
1760099922,1,01,2,4,B11,500
1760099922,1,01,2,4,B09,600
1760099922,1,01,2,4,B07,1200
1760099922,1,01,2,4,B03,5400
1760099922,1,01,2,4,B02,1800
1760099922,1,01,2,4,B00,10200
1760099922,1,01,2,4,B01,700
1760100001,1,03,1,4,B00,6200
1760100001,1,03,1,4,B02,1500
1760100001,1,03,1,4,B07,700
1760100001,1,03,1,4,B11,2000
1760100001,1,03,1,4,B15,2000
1760100009,1,01,1,4,B07,1500
1760100009,1,01,1,4,B10,800
1760100009,1,01,1,4,B06,500
1760100009,1,01,1,4,B02,500
1760100009,1,01,1,4,B00,3300
1760100202,1,01,2,4,B11,600
1760100202,1,01,2,4,B00,600
1760100218,1,01,1,4,B03,1000
1760100218,1,01,1,4,B00,1655
1760100218,1,02,1,5,C00,1954
1760100218,1,02,1,5,C07,120
1760100218,1,02,1,5,C19,10
1760100218,1,02,1,5,C08,1824
1760100218,1,01,1,4,B10,175
1760100218,1,01,1,4,B11,480
1760100508,1,01,1,4,B06,3500
1760100508,1,01,1,4,B10,3600
1760100508,1,01,1,4,B11,1000
1760100508,1,01,1,4,B15,1800
1760100508,1,01,1,4,B01,2000
1760100508,1,01,1,4,B00,14100
1760100508,1,01,1,5,C10,200
1760100508,1,01,1,4,B02,2200
1760100508,1,01,1,5,C00,2200
1760100508,1,01,1,5,C06,2000
1760100711,1,01,1,4,B10,14000
1760100711,1,01,1,4,B11,2800
1760100711,1,01,1,4,B15,26000
1760100711,1,01,1,5,C00,48500
1760100711,1,01,1,5,C01,9000
1760100711,1,01,1,5,C10,3500
1760100711,1,01,1,5,C13,36000
1760100711,1,01,1,4,B00,97050
1760100711,1,01,1,4,B02,10000
1760100711,1,01,1,4,B06,26000
1760100711,1,01,1,4,B07,8250
1760100711,1,01,1,4,B09,10000
1760100715,1,01,2,4,B15,2400
1760100715,1,01,2,4,B11,3600
1760100715,1,01,2,4,B10,3450
1760100715,1,01,2,4,B07,1600
1760100715,1,01,2,4,B06,6000
1760100715,1,01,2,4,B01,2500
1760100715,1,01,2,4,B00,19550
1760105008,1,02,1,4,B12,500
1760105008,1,02,1,4,B11,5000
1760105008,1,02,1,4,B10,15000
1760105008,1,02,1,4,B07,4500
1760105008,1,02,1,4,B06,3500
1760105008,1,02,1,4,B03,4500
1760105008,1,02,1,4,B00,53000
1760105008,1,02,1,4,B02,20000
1760105010,1,01,1,4,B02,300
1760105010,1,01,1,4,B00,1500
1760105010,1,01,1,4,B10,200
1760105010,1,01,1,4,B15,500
1760105010,1,01,1,4,B11,100
1760105010,1,01,1,4,B03,400
1760105011,1,01,2,4,B07,500
1760105011,1,01,2,4,B10,600
1760105011,1,01,2,4,B02,1000
1760105011,1,01,2,4,B00,2100
1760105721,1,01,1,4,B00,146000
1760105721,1,01,1,4,B01,35000
1760105721,1,01,1,4,B02,40000
1760105721,1,01,1,4,B10,20000
1760105721,1,01,1,4,B04,20000
1760105721,1,01,1,4,B06,8000
1760105721,1,01,1,4,B11,10000
1760105721,1,01,1,4,B05,5000
1760105721,1,01,1,4,B07,8000
1760105724,1,01,1,4,B07,700
1760105724,1,01,1,4,B06,400
1760105724,1,01,1,4,B00,1600
1760105724,1,01,1,4,B01,500
1760106401,1,01,2,5,C10,500
1760106401,1,01,2,5,C00,500
1760106403,1,01,1,4,B00,350
1760106403,1,01,1,4,B10,350
1760106619,1,01,1,4,B00,3150
1760106619,1,01,1,4,B02,3000
1760106619,1,01,1,4,B07,150
1760117505,1,02,1,4,B00,2700
1760117505,1,02,1,4,B07,800
1760117505,1,02,1,4,B10,1100
1760117505,1,02,1,4,B11,200
1760117505,1,02,1,4,B15,600
1760117818,1,01,1,5,C00,4500
1760117818,1,01,1,5,C08,4000
1760117818,1,01,1,5,C10,500
1760142222,1,01,2,4,B06,9600
1760142222,1,01,2,4,B04,7000
1760142222,1,01,2,4,B10,10000
1760142222,1,01,2,4,B01,10000
1760142222,1,01,2,4,B00,72600
1760142222,1,01,2,4,B15,24000
1760142222,1,01,2,4,B11,12000
1760142223,1,01,1,4,B04,3000
1760142223,1,01,1,4,B05,1000
1760142223,1,01,1,4,B06,14400
1760142223,1,01,1,4,B11,26880
1760142223,1,01,1,4,B13,1500
1760142223,1,01,1,4,B02,800
1760142223,1,01,1,4,B00,108260
1760142223,1,01,1,5,C10,30
1760142223,1,01,1,5,C08,984
1760142223,1,01,1,5,C00,1014
1760142223,1,01,1,4,B18,4000
1760142223,1,01,1,4,B15,31680
1760142223,1,01,1,4,B10,25000
1760142307,1,01,2,4,B00,11300
1760142307,1,01,2,4,B02,1500
1760142307,1,01,2,4,B06,7200
1760142307,1,01,2,4,B11,600
1760142307,1,01,2,4,B15,2000
1760142308,1,01,1,4,B00,700
1760142308,1,01,1,4,B10,300
1760142308,1,01,1,4,B11,400
1760142310,1,02,2,4,B05,1000
1760142310,1,02,2,4,B10,13000
1760142310,1,02,2,4,B11,36000
1760142310,1,02,2,4,B15,48000
1760142310,1,02,2,4,B00,108400
1760142310,1,02,2,4,B03,10400
1760142901,1,01,1,4,B06,14000
1760142901,1,01,1,4,B10,50000
1760142901,1,01,1,4,B01,18000
1760142901,1,01,1,4,B05,5000
1760142901,1,01,1,4,B00,217000
1760142901,1,01,1,4,B11,50000
1760142901,1,01,1,4,B15,80000
1760142902,1,01,1,4,B05,1350
1760142902,1,01,1,4,B02,2500
1760142902,1,03,1,4,B07,100
1760142902,1,03,1,4,B00,100
1760142902,1,01,1,4,B11,1500
1760142902,1,01,1,4,B10,9000
1760142902,1,01,1,4,B06,200
1760142902,1,01,1,4,B00,14550
1760142904,1,02,2,4,B00,47400
1760142904,1,02,2,4,B11,12000
1760142904,1,02,2,4,B10,12000
1760142904,1,02,2,4,B09,12000
1760142904,1,02,2,4,B06,1920
1760142904,1,02,2,4,B05,600
1760142904,1,02,2,4,B03,3600
1760142904,1,02,2,4,B15,5280
1760142905,1,01,2,4,B03,400
1760142905,1,01,2,4,B02,5400
1760142905,1,01,2,4,B00,12500
1760142905,1,01,2,4,B06,200
1760142905,1,01,2,4,B18,500
1760142905,1,01,2,4,B15,3000
1760142905,1,01,2,4,B11,600
1760142905,1,01,2,4,B10,2400
1760143508,1,01,2,4,B02,2500
1760143508,1,01,2,4,B00,7600
1760143508,1,01,2,4,B11,2300
1760143508,1,01,2,4,B10,1700
1760143508,1,01,2,4,B06,100
1760143508,1,01,2,4,B03,1000
1760143509,1,01,1,4,B05,300
1760143509,1,01,1,4,B04,2000
1760143509,1,01,1,4,B06,2400
1760143509,1,01,1,4,B11,5000
1760143509,1,01,1,4,B03,3000
1760143509,1,01,1,4,B02,2000
1760143509,1,01,1,4,B15,2000
1760143509,1,01,1,4,B00,20700
1760143509,1,01,1,4,B01,4000
1760143614,1,01,1,4,B10,6960
1760143614,1,01,1,4,B11,140
1760143614,1,01,1,4,B15,2640
1760143614,1,01,1,4,B00,19190
1760143614,1,01,1,4,B02,6000
1760143614,1,01,1,4,B06,600
1760143614,1,01,1,4,B07,2850
1760143616,1,01,1,4,B15,4600
1760143616,1,01,1,4,B11,720
1760143616,1,01,1,4,B10,30080
1760143616,1,01,1,4,B07,14000
1760143616,1,01,1,4,B03,4000
1760143616,1,01,1,4,B02,800
1760143616,1,01,1,4,B00,54200
1760143618,1,01,1,4,B11,5600
1760143618,1,01,1,4,B10,15000
1760143618,1,01,1,4,B08,6040
1760143618,1,01,1,4,B06,20000
1760143618,1,01,1,4,B04,3000
1760143618,1,01,1,4,B02,9000
1760143618,1,01,1,4,B15,5000
1760143618,1,01,1,4,B00,63640
1760143705,1,01,1,4,B07,15000
1760143705,1,01,1,4,B10,100000
1760143705,1,01,1,4,B11,60000
1760143705,1,01,1,4,B15,20800
1760143705,1,01,1,4,B21,100000
1760143705,1,02,1,4,B00,96500
1760143705,1,02,1,4,B03,2400
1760143705,1,02,1,4,B05,8000
1760143705,1,02,1,4,B06,1500
1760143705,1,02,1,4,B10,30000
1760143705,1,02,1,4,B11,25000
1760143705,1,02,1,4,B15,9600
1760143705,1,02,1,4,B18,20000
1760143705,1,01,1,4,B00,379050
1760143705,1,01,1,4,B04,5000
1760143705,1,01,1,4,B06,78250
1760143706,1,01,2,4,B00,9300
1760143706,1,01,2,4,B11,1000
1760143706,1,01,2,4,B10,600
1760143706,1,01,2,4,B09,600
1760143706,1,01,2,4,B07,6000
1760143706,1,01,2,4,B06,200
1760143706,1,01,2,4,B03,100
1760143706,1,01,2,4,B02,800
1760143820,1,03,1,4,B14,1000
1760143820,1,03,1,4,B11,2500
1760143820,1,03,1,4,B10,15800
1760143820,1,03,1,4,B09,2000
1760143820,1,03,1,4,B07,500
1760143820,1,03,1,4,B06,600
1760143820,1,03,1,4,B03,1000
1760143820,1,03,1,4,B15,3820
1760143820,1,03,1,4,B00,28720
1760143820,1,03,1,4,B02,1500
1760143822,1,01,1,4,B15,6750
1760143822,1,01,1,4,B11,1980
1760143822,1,01,1,4,B10,1875
1760143822,1,01,1,4,B03,2800
1760143822,1,01,1,4,B02,1800
1760143822,1,01,1,4,B01,3200
1760143822,1,01,1,4,B00,24405
1760143822,1,01,1,4,B21,6000
1760143824,1,03,1,4,B15,48000
1760143824,1,03,1,4,B14,600
1760143824,1,03,1,4,B11,5000
1760143824,1,03,1,4,B10,25000
1760143824,1,03,1,4,B20,1200
1760143824,1,03,1,4,B05,1800
1760143824,1,03,1,4,B04,13000
1760143824,1,03,1,4,B00,116200
1760143824,1,03,1,4,B06,21600
1760145005,1,02,1,4,B11,600
1760145005,1,02,1,4,B00,3000
1760145005,1,02,1,4,B10,2400
1760145017,1,01,2,4,B02,600
1760145017,1,01,2,4,B00,1200
1760145017,1,01,2,4,B10,500
1760145017,1,01,2,4,B11,100
1760145222,1,01,1,4,B11,10000
1760145222,1,01,1,4,B06,26000
1760145222,1,01,1,4,B10,8000
1760145222,1,01,1,4,B00,63600
1760145222,1,01,1,4,B03,9600
1760145222,1,01,1,4,B04,10000
1760145520,1,01,2,4,B11,6500
1760145520,1,01,2,4,B15,4800
1760145520,1,01,2,4,B10,7000
1760145520,1,01,2,4,B03,10000
1760145520,1,01,2,4,B02,1800
1760145520,1,01,2,4,B01,5200
1760145520,1,01,2,4,B00,35300
1760145723,1,01,1,4,B02,5000
1760145723,1,01,1,4,B00,80000
1760145723,1,01,1,4,B03,5000
1760145723,1,01,1,4,B04,10000
1760145723,1,01,1,4,B15,40000
1760145723,1,01,1,4,B06,5000
1760145723,1,01,1,4,B10,2000
1760145723,1,01,1,4,B11,5000
1760145723,1,01,1,4,B05,8000
1760166314,1,01,2,5,C00,3205
1760166314,1,01,2,5,C10,90
1760166314,1,01,2,5,C08,3080
1760166314,1,01,2,5,C07,35
1760177014,1,01,1,4,B10,12000
1760177014,1,01,1,4,B07,1500
1760177014,1,01,1,4,B06,2000
1760177014,1,01,1,4,B02,6000
1760177014,1,01,1,4,B01,10000
1760177014,1,01,1,4,B00,34500
1760177014,1,01,1,4,B11,3000
1760177022,1,01,1,4,B10,28000
1760177022,1,01,1,4,B11,35000
1760177022,1,01,1,4,B07,4000
1760177022,1,01,1,4,B06,26000
1760177022,1,01,1,4,B05,2000
1760177022,1,01,1,4,B04,23000
1760177022,1,01,1,4,B00,152800
1760177022,1,01,1,4,B15,34800
1760177207,1,01,1,4,B00,120600
1760177207,1,01,1,4,B02,12000
1760177207,1,01,1,4,B15,58200
1760177207,1,01,1,4,B11,6000
1760177207,1,01,1,4,B10,20000
1760177207,1,01,1,4,B06,22400
1760177207,1,01,1,4,B04,2000
1760177215,1,01,2,4,B15,15840
1760177215,1,01,2,4,B10,3500
1760177215,1,01,2,4,B11,2500
1760177215,1,01,2,4,B00,68840
1760177215,1,01,2,4,B01,17000
1760177215,1,01,2,4,B02,2000
1760177215,1,01,2,4,B04,2800
1760177215,1,01,2,4,B06,12000
1760177215,1,01,2,4,B08,13200
1760177321,1,02,1,4,B00,35700
1760177321,1,02,1,4,B19,2400
1760177321,1,02,1,4,B06,800
1760177321,1,02,1,4,B10,10000
1760177321,1,02,1,4,B11,3000
1760177321,1,02,1,4,B15,5000
1760177321,1,02,1,4,B04,1500
1760177321,1,02,1,4,B02,10000
1760177321,1,02,1,4,B18,3000
1760177704,1,01,1,4,B01,5000
1760177704,1,01,1,4,B00,15500
1760177704,1,01,1,4,B11,3500
1760177704,1,01,1,4,B10,4000
1760177704,1,01,1,4,B02,3000
1760227409,1,01,2,4,B00,10840
1760227409,1,01,2,4,B01,2000
1760227409,1,01,2,4,B02,2200
1760227409,1,01,2,4,B07,2140
1760227409,1,01,2,4,B10,3900
1760227409,1,01,2,4,B15,600
1760227409,1,02,1,5,C00,2855
1760227409,1,02,1,5,C07,150
1760227409,1,02,1,5,C08,2600
1760227409,1,02,1,5,C10,105
1760227410,1,03,1,4,B06,600
1760227410,1,03,1,4,B00,17200
1760227410,1,02,2,5,C10,120
1760227410,1,02,2,5,C08,1320
1760227410,1,02,2,5,C00,1440
1760227410,1,03,1,4,B07,1600
1760227410,1,03,1,4,B11,3000
1760227410,1,03,1,4,B10,12000
1760227801,1,02,1,4,B00,8280
1760227801,1,02,1,4,B02,3000
1760227801,1,02,1,4,B07,1000
1760227801,1,02,1,4,B10,4000
1760227801,1,02,1,4,B11,280
1760227801,1,02,1,5,C00,480
1760227801,1,02,1,5,C10,480
1760227914,1,02,1,5,C08,1000
1760227914,1,02,1,5,C00,2400
1760227914,1,02,1,5,C07,1400
1760227917,1,01,1,5,C00,2600
1760227917,1,01,1,5,C08,2600
1760228722,1,01,1,4,B15,12000
1760228722,1,01,1,4,B11,14000
1760228722,1,01,1,4,B10,14000
1760228722,1,01,1,4,B08,10500
1760228722,1,01,1,4,B07,6800
1760228722,1,01,1,4,B06,2000
1760228722,1,01,1,4,B03,1200
1760228722,1,01,1,4,B00,73500
1760228722,1,01,1,4,B02,13000
1760228724,1,01,1,4,B11,2000
1760228724,1,01,1,4,B00,20100
1760228724,1,01,1,4,B01,4000
1760228724,1,01,1,4,B02,2500
1760228724,1,01,1,4,B05,2000
1760228724,1,01,1,4,B06,1000
1760228724,1,01,1,4,B07,4600
1760228724,1,01,1,4,B10,4000
1760241608,1,01,1,4,B00,2900
1760241608,1,01,1,4,B02,900
1760241608,1,01,1,4,B10,400
1760241608,1,01,1,4,B11,1600
1760246220,1,02,2,4,B02,2600
1760246220,1,02,2,5,C10,200
1760246220,1,02,2,5,C00,200
1760246220,1,02,2,4,B09,120
1760246220,1,02,2,4,B00,4420
1760246220,1,02,2,4,B06,500
1760246220,1,02,2,4,B07,1200
1760247511,1,01,1,4,B10,2000
1760247511,1,01,1,4,B11,150
1760247511,1,01,1,4,B21,500
1760247511,1,01,1,4,B00,2650
1760247514,1,01,2,4,B21,3000
1760247514,1,01,2,4,B15,1250
1760247514,1,01,2,4,B11,2500
1760247514,1,01,2,4,B10,1200
1760247514,1,01,2,4,B00,9950
1760247514,1,01,2,4,B01,2000
1760247616,1,01,2,4,B09,1600
1760247616,1,01,2,4,B03,1600
1760247616,1,01,2,4,B02,6400
1760247616,1,01,2,4,B01,4000
1760247616,1,01,2,4,B05,500
1760247616,1,01,2,4,B15,600
1760247616,1,01,2,4,B11,500
1760247616,1,01,2,4,B10,6400
1760247616,1,01,2,4,B00,21600
1760277612,1,01,1,4,B00,186050
1760277612,1,01,1,4,B02,19500
1760277612,1,01,1,4,B04,5000
1760277612,1,01,1,4,B07,29000
1760277612,1,01,1,4,B21,7600
1760277612,1,01,1,4,B11,6800
1760277612,1,01,1,4,B15,63350
1760277612,1,01,1,4,B06,28800
1760277612,1,01,1,4,B10,26000
1760288003,1,02,1,5,C08,7200
1760288003,1,02,1,5,C06,1600
1760288003,1,02,1,5,C00,10050
1760288003,1,02,1,5,C10,1250
1760288215,1,03,1,4,B07,2000
1760288215,1,03,1,5,C08,4320
1760288215,1,03,1,5,C00,4320
1760288215,1,03,1,4,B10,4000
1760288215,1,03,1,4,B00,6000
1760288906,1,01,1,4,B06,7800
1760288906,1,01,1,4,B10,1200
1760288906,1,01,1,4,B11,1015
1760288906,1,01,1,4,B00,32615
1760288906,1,01,1,4,B21,13000
1760288906,1,01,1,4,B15,9600
1760288908,1,01,1,4,B06,2000
1760288908,1,01,1,4,B11,1500
1760288908,1,01,1,4,B15,1200
1760288908,1,01,1,5,C00,26000
1760288908,1,01,1,5,C06,1000
1760288908,1,01,1,5,C08,24000
1760288908,1,01,1,5,C10,1000
1760288908,1,01,1,4,B00,8500
1760288908,1,01,1,4,B02,3800
1760288910,1,01,1,4,B00,18920
1760288910,1,01,1,4,B02,3000
1760288910,1,01,1,4,B06,500
1760288910,1,01,1,4,B15,4800
1760288910,1,01,1,4,B09,3600
1760288910,1,01,1,4,B10,3000
1760288910,1,01,1,4,B11,1020
1760288910,1,01,1,4,B07,3000
1760363019,1,01,1,4,B00,3800
1760363019,1,01,1,4,B02,2000
1760363019,1,01,1,4,B05,1000
1760363019,1,01,1,4,B10,800
1760363312,1,01,1,4,B10,1740
1760363312,1,01,1,4,B11,1000
1760363312,1,01,1,4,B07,1000
1760363312,1,01,1,4,B06,230
1760363312,1,01,1,4,B00,3970
1760363314,1,01,1,4,B11,380
1760363314,1,01,1,4,B18,3000
1760363314,1,01,1,4,B21,1650
1760363314,1,01,1,4,B10,2600
1760363314,1,01,1,4,B07,2200
1760363314,1,01,1,4,B02,1540
1760363314,1,01,1,4,B00,11370
1760363316,1,02,1,5,C10,1000
1760363316,1,02,1,4,B00,10850
1760363316,1,02,1,5,C09,1000
1760363316,1,02,1,5,C00,2000
1760363316,1,02,1,4,B11,1000
1760363316,1,02,1,4,B10,1450
1760363316,1,02,1,4,B07,1400
1760363316,1,02,1,4,B06,1000
1760363316,1,02,1,4,B02,1000
1760363316,1,02,1,4,B04,5000
1760363401,1,01,1,4,B00,14500
1760363401,1,01,1,4,B02,2000
1760363401,1,01,1,4,B03,1500
1760363401,1,01,1,4,B06,1000
1760363401,1,01,1,4,B07,1200
1760363401,1,01,1,4,B08,3000
1760363401,1,01,1,4,B10,1800
1760363401,1,01,1,4,B11,1000
1760363401,1,01,1,4,B15,1500
1760363401,1,01,1,4,B18,1500
1760363401,1,01,1,5,C00,3300
1760363401,1,01,1,5,C08,800
1760363401,1,01,1,5,C09,1500
1760363401,1,01,1,5,C10,1000
1760363404,1,01,1,4,B10,8400
1760363404,1,01,1,4,B07,2500
1760363404,1,01,1,4,B06,28800
1760363404,1,01,1,4,B04,27600
1760363404,1,01,1,4,B02,6900
1760363404,1,01,1,4,B00,81150
1760363404,1,01,1,4,B15,2300
1760363404,1,01,1,4,B11,4650
1760363906,1,01,2,4,B10,175
1760363906,1,01,2,4,B00,375
1760363906,1,01,1,5,C10,800
1760363906,1,01,1,5,C01,12000
1760363906,1,01,1,5,C00,12800
1760363906,1,01,1,4,B11,1500
1760363906,1,01,1,4,B10,2400
1760363906,1,01,1,4,B07,1300
1760363906,1,01,1,4,B00,5200
1760363906,1,01,2,4,B15,200
1760363906,1,01,2,7,D00,375
1760363906,1,01,2,7,D13,200
1760363906,1,01,2,7,D08,175
1760363910,1,01,1,4,B11,1350
1760363910,1,01,2,4,B00,150
1760363910,1,01,2,4,B10,150
1760363910,1,01,2,7,D00,150
1760363910,1,01,1,4,B02,5200
1760363910,1,01,1,4,B10,6240
1760363910,1,01,1,4,B07,2700
1760363910,1,01,1,4,B00,15490
1760363910,1,01,2,7,D08,150
1760364201,1,02,1,5,C08,2580
1760364201,1,02,1,5,C00,2580
1760364201,1,01,1,4,B11,600
1760364201,1,01,1,4,B03,300
1760364201,1,01,1,4,B02,2500
1760364201,1,01,1,4,B00,4900
1760364201,1,01,1,4,B01,1500
1760364203,1,01,1,4,B00,16790
